id,retweet_count,favorite_count,rating_numerator,rating_denominator,name
740676976021798912,6690,17873,11,10,Baloo
740359016048689152,848,3243,9,10,Chase
740214038584557568,1923,6580,10,10,getting
739979191639244800,5804,19623,12,10,Nollie
739932936087216128,1055,3989,10,10,Rorie
739844404073074688,842,3744,12,10,Simba
739606147276148736,1620,5299,9,10,Benji
739485634323156992,2867,7037,6,10,Kyle
738885046782832640,1119,3710,11,10,Charles
738537504001953792,1494,5000,11,10,Bayley
738166403467907072,3284,8621,12,10,Axel
738156290900254721,626,2457,10,10,Storkson
737826014890496000,1732,5173,10,10,Remy
737800304142471168,3389,9815,10,10,Bella
737322739594330112,795,3544,9,10,Lily
736736130620620800,1691,4168,13,10,Chadrick
736392552031657984,7211,17386,13,10,mad
736365877722001409,1212,3897,11,10,Rory
736225175608430592,2720,7965,10,10,very
735991953473572864,1120,3523,11,10,Maxaroni
735635087207878657,2299,6054,11,10,Dakota
735256018284875776,860,3266,8,10,Kellogg
735137028879360001,951,3071,9,10,Buckley
734912297295085568,516,2698,10,10,Jax
734776360183431168,527,2458,11,10,Livvie
733828123016450049,760,3512,10,10,Terry
733822306246479872,1001,3591,10,10,Moose
733460102733135873,1249,4110,11,10,Hermione
732732193018155009,525,2388,12,10,Ralpher
732726085725589504,872,3485,11,10,Aldrick
732375214819057664,2458,7922,11,10,Kyle
732005617171337216,5267,14601,11,10,Larry
731285275100512256,974,3420,12,10,Solomon
730924654643314689,1935,6020,9,10,unacceptable
730573383004487680,2086,4789,10,10,Rooney
730427201120833536,1022,3420,11,10,Crystal
730211855403241472,1036,3744,11,10,Ziva
730196704625098752,1849,4743,6,10,Charles
729854734790754305,1097,3954,11,10,Ollie
729823566028484608,1219,3898,13,10,Stefan
729463711119904772,2267,5672,13,10,Pupcasso
728986383096946689,802,3081,11,10,Puff
728751179681943552,663,2706,10,10,Flurpson
728653952833728512,1010,3248,8,10,Coleman
728409960103686147,1948,4805,10,10,Wallace
728387165835677696,940,3627,12,10,Enchilada
728046963732717569,1171,4211,11,10,Raymond
728035342121635841,1628,4469,12,10,all
728015554473250816,1083,4043,11,10,Rueben
727685679342333952,629,2903,12,10,Cilantro
727175381690781696,1355,3836,10,10,Karll
726935089318363137,2380,6729,12,10,Sprout
726887082820554753,1487,3754,10,10,Blitz
726828223124897792,979,3489,12,10,Bloop
725842289046749185,2604,6930,12,10,Colby
725786712245440512,1338,4090,11,10,Lillie
725729321944506368,1743,5101,12,10,Lola
724983749226668032,1278,3655,12,10,Fred
724405726123311104,1612,5173,10,10,Ashleigh
724049859469295616,1734,4242,10,10,Kreggory
724046343203856385,543,2607,10,10,Sarge
724004602748780546,1504,4107,11,10,Luther
723912936180330496,1205,3804,12,10,Sugar
723688335806480385,2864,7514,12,10,Reginald
723673163800948736,866,2952,10,10,Ivar
723179728551723008,1818,5198,8,10,Jangle
722613351520608256,1599,4862,12,10,Schnitzel
721503162398597120,1785,4529,11,10,Panda
721001180231503872,596,2479,11,10,Oliver
720785406564900865,748,3048,12,10,Archie
720775346191278080,643,2408,10,10,Berkeley
720389942216527872,2440,6229,11,10,Ralphé
720340705894408192,951,2806,10,10,Derek
720059472081784833,1098,3786,9,10,Charleson
720043174954147842,1957,4815,11,10,Neptune
719704490224398336,1389,4442,12,10,Clyde
719551379208073216,1849,4945,10,10,Harnold
719367763014393856,727,2736,11,10,Sid
719339463458033665,1201,4344,10,10,Lucy
719332531645071360,923,3356,11,10,Pippa
718971898235854848,1049,3418,10,10,Sadie
718939241951195136,1712,5141,12,10,Otis
718613305783398402,470,2388,11,10,Carper
718460005985447936,512,2642,9,10,Bowie
718246886998687744,485,1865,3,10,Alexanderson
718234618122661888,962,3793,11,10,Suki
717841801130979328,590,2403,11,10,Barclay
717428917016076293,435,1581,11,10,Skittle
717421804990701568,819,3097,9,10,Ebby
717047459982213120,1880,6165,12,10,Flávio
717009362452090881,940,3178,10,10,Smokey
716802964044845056,1143,4191,10,10,Link
716791146589110272,1539,8015,11,10,Jennifur
716447146686459905,5726,12780,13,10,Ozzy
716285507865542656,1028,2713,12,10,Stephanus
715928423106027520,858,3125,11,10,Bubbles
715758151270801409,1400,3650,13,10,old
715704790270025728,557,2732,11,10,Bentley
715696743237730304,1262,3833,10,10,Toby
715680795826982913,1571,4211,12,10,Zeus
715360349751484417,1526,5360,11,10,Bertson
715342466308784130,676,2988,10,10,Oscar
715220193576927233,633,2375,10,10,Nico
715200624753819648,1832,5039,12,10,Michelangelope
715009755312439296,1196,4067,12,10,Siba
714982300363173890,1009,3653,9,10,Calbert
714957620017307648,1374,4059,10,10,Curtis
714631576617938945,968,3209,4,10,Benedict
714485234495041536,1099,2621,10,10,Blitz
714258258790387713,707,2972,10,10,Travis
714251586676113411,816,3204,8,10,Thumas
713919462244790272,776,3230,12,10,Kanu
713909862279876608,526,1860,12,10,Doug
713761197720473600,1337,4765,12,10,Piper
713177543487135744,2779,7080,10,10,Lance
713175907180089344,1439,4369,10,10,Opie
712809025985978368,6575,18676,10,10,Stubert
712668654853337088,1187,4099,10,10,Sunny
712438159032893441,1528,5215,11,10,Kane
712092745624633345,864,2881,7,10,Steven
712085617388212225,475,3217,11,10,Olive
712065007010385924,606,2214,6,10,Chester
711968124745228288,2247,7893,10,10,Winston
711743778164514816,966,2787,11,10,Roosevelt
711652651650457602,893,3779,9,10,Gary
711008018775851008,596,2943,11,10,Chuckles
710997087345876993,1353,4480,12,10,Milo
710844581445812225,669,2500,10,10,Staniel
710833117892898816,519,2638,12,10,Sora
710588934686908417,1817,4442,12,10,Beemo
710296729921429505,718,2330,12,10,Oshie
710283270106132480,510,2110,11,10,Gunner
710272297844797440,1222,4445,11,10,infuriating
710153181850935296,871,2853,11,10,Lacy
710140971284037632,857,2704,8,10,Tater
709918798883774466,1067,3428,12,10,Watson
709566166965075968,1175,3478,12,10,Olaf
709556954897764353,1047,3225,12,10,Cecil
709519240576036864,231,1468,9,10,Vince
709449600415961088,558,2175,10,10,Karma
709409458133323776,664,2562,8,10,Billy
709225125749587968,562,2371,11,10,Walker
709207347839836162,5639,12267,11,10,Penny
709179584944730112,656,1967,13,10,Sammy
709158332880297985,408,2001,10,10,Rodney
709042156699303936,1590,4639,9,10,Klevin
708853462201716736,647,1771,8,10,Lucy
708834316713893888,491,1655,10,10,Malikai
708810915978854401,6770,16153,10,10,Mister
708738143638450176,791,2700,11,10,Coco
708711088997666817,700,2487,11,10,Smokey
708479650088034305,666,2500,13,10,Bear
708469915515297792,800,3047,11,10,Bobble
708356463048204288,1288,3509,10,10,Oliver
708349470027751425,720,2303,11,10,River
708149363256774660,1521,4215,10,10,Jebberson
708119489313951744,962,2643,9,10,Cooper
708109389455101952,540,1915,10,10,Remington
707995814724026368,1105,3077,12,10,Farfle
707969809498152960,943,2647,11,10,Rufus
707776935007539200,937,3224,11,10,Sadie
707693576495472641,966,3335,7,10,Jiminus
707610948723478529,6203,16657,12,10,Harper
707420581654872064,679,2231,4,10,Keurig
707387676719185920,1254,3434,10,10,Clarkus
707315916783140866,629,2428,10,10,Finnegus
707297311098011648,766,2717,10,10,Cassie
707059547140169728,658,2545,11,10,Cupcake
707038192327901184,765,2143,10,10,Kathmandu
707021089608753152,1327,4007,12,10,Tucker
707014260413456384,585,2270,11,10,Ellie
706901761596989440,575,2013,3,10,Elliot
706681918348251136,956,3244,12,10,Katie
706644897839910912,1066,2527,9,10,Shadow
706538006853918722,1401,3413,11,10,Oliver
706346369204748288,906,3388,12,10,Koda
706265994973601792,917,2681,11,10,Kara
706166467411222528,1572,5064,7,10,Dexter
706153300320784384,379,1457,13,10,Layla
705975130514706432,716,3051,10,10,Adele
705970349788291072,875,3117,12,10,Lucy
705898680587526145,539,2320,10,10,Max
705475953783398401,889,2905,12,10,Zara
705442520700944385,1589,4347,12,10,Cooper
705428427625635840,1642,3750,11,10,Ambrose
705239209544720384,734,2952,11,10,Jimothy
705223444686888960,781,2545,9,10,Bode
705102439679201280,508,2105,10,10,Terrenth
705066031337840642,611,2147,12,10,Reese
704819833553219584,963,2591,7,10,Chesterson
704480331685040129,1048,3330,11,10,Lucia
704364645503647744,3475,7832,12,10,Bisquick
704347321748819968,344,1550,10,10,Ralphson
704113298707505153,561,1815,8,10,Stanley
703631701117943808,669,2529,11,10,Bella
703611486317502464,1498,3770,10,10,Scooter
703382836347330562,1119,3452,12,10,Charlie
703356393781329922,378,1878,9,10,Socks
703041949650034688,12201,25865,10,10,an
702932127499816960,708,2535,6,10,Chip
702899151802126337,445,1590,12,10,Luna
702684942141153280,1055,3173,11,10,Lucy
702671118226825216,550,2163,10,10,Rambo
702598099714314240,3366,12025,11,10,Sansa
702332542343577600,1516,3126,13,10,Rudy
701981390485725185,966,3388,12,10,Fiji
701952816642965504,1005,3787,11,10,Rilo
701889187134500865,1360,3481,11,10,Bilbo
701601587219795968,441,2063,10,10,Coopson
701570477911896070,909,2770,9,10,Yoda
701545186879471618,598,2619,10,10,Millie
700890391244103680,558,2186,11,10,Chet
700847567345688576,493,2409,10,10,Crouton
700796979434098688,919,2397,7,10,Daniel
700747788515020802,9086,22437,11,10,very
700518061187723268,781,2565,10,10,Vincent
700505138482569216,555,2256,12,10,Kaia
700462010979500032,1752,4057,6,10,Murphy
700167517596164096,715,2592,10,10,Dotsy
700062718104104960,676,2608,6,10,Eazy
700029284593901568,575,2043,10,10,Coops
700002074055016451,1310,3255,9,10,Thumas
699801817392291840,934,3006,11,10,Cooper
699788877217865730,500,2195,12,10,Nala
699775878809702401,592,1931,11,10,Fillup
699691744225525762,4517,10116,5,10,Dave
699446877801091073,2562,5854,12,10,Archie
699413908797464576,618,2046,11,10,Miley
699370870310113280,430,1860,11,10,Calbert
699088579889332224,619,2211,3,10,Charl
699079609774645248,640,2408,8,10,Reagan
699060279947165696,1764,3675,12,10,Yukon
698989035503689728,954,3286,13,10,Oliver
698953797952008193,889,2633,11,10,CeCe
698710712454139905,663,2421,10,10,Cuddles
698703483621523456,368,1426,7,10,Rusty
698549713696649216,613,2282,9,10,Claude
698355670425473025,435,1815,10,10,Jessiga
698342080612007937,942,2230,11,10,Maximus
698262614669991936,1961,4680,11,10,Franklin
698195409219559425,5841,16480,9,10,Beau
698178924120031232,727,2766,10,10,Lily
697990423684476929,1267,3232,11,10,Doug
697943111201378304,661,2351,10,10,Cassie
697881462549430272,1150,2965,10,10,Carter
697575480820686848,490,2012,8,10,Ole
697516214579523584,1089,2015,9,10,Pherb
697482927769255936,655,2376,11,10,Blipson
697270446429966336,1838,4616,10,10,Bentley
697259378236399616,980,3245,8,10,getting
697255105972801536,1136,2993,10,10,Charlie
697242256848379904,654,2472,10,10,Oakley
696900204696625153,1002,3115,12,10,Rosie
696877980375769088,696,2407,9,10,Misty
696754882863349760,355,1460,10,10,Reptar
696744641916489729,917,2036,10,10,Klevin
696713835009417216,636,2339,9,10,Trevith
696405997980676096,1133,3147,7,10,Berb
695794761660297217,751,3111,13,10,Wyatt
695629776980148225,2049,4492,8,10,Calvin
695409464418041856,3498,8531,10,10,Bob
695314793360662529,1420,3569,10,10,Colin
695095422348574720,600,2593,12,10,just
695074328191332352,1069,2798,11,10,Lorenzo
695051054296211456,777,2619,6,10,Brian
694905863685980160,917,2705,10,10,Archie
694669722378485760,14053,35222,12,10,Phil
694352839993344000,601,2000,10,10,Oliviér
694329668942569472,491,1962,9,10,Grady
694183373896572928,911,2906,9,10,Lola
694001791655137281,1002,3342,11,10,Chester
693942351086120961,359,1720,10,10,Kobe
693642232151285760,405,2495,9,10,Freddery
693590843962331137,1911,4960,3,10,Phil
693486665285931008,621,1743,11,10,Lincoln
693280720173801472,1211,3293,10,10,Sadie
693267061318012928,799,2342,12,10,Oscar
693231807727280129,722,2826,9,10,Bodie
693155686491000832,3143,7755,12,10,Dunkin
693095443459342336,449,1820,10,10,Milo
692905862751522816,851,2384,10,10,Wally
692894228850999298,781,2224,10,10,Tupawc
692568918515392513,1501,4284,12,10,Chester
692535307825213440,1333,3104,10,10,Amber
692530551048294401,405,1802,10,10,Cody
692417313023332352,3386,9207,7,10,Herschel
692158366030913536,776,2116,10,10,Edgar
692041934689402880,1240,3352,13,10,Teddy
692017291282812928,934,2843,9,10,Kingsley
691820333922455552,1620,3899,8,10,Brockly
691675652215414786,499,1924,10,10,Richie
691459709405118465,1119,3985,12,10,Leo
691444869282295808,834,2602,12,10,Bailey
691321916024623104,644,2525,11,10,Molly
690932576555528194,994,3226,12,10,Buddy
690735892932222976,1240,3717,13,10,Peaches
690728923253055490,508,2142,8,10,Vinscent
690690673629138944,803,2295,10,10,Cedrick
690649993829576704,271,1281,11,10,Hazel
690597161306841088,589,1923,11,10,Lolo
690400367696297985,441,1857,10,10,Eriq
690374419777196032,829,3201,11,10,Phred
690348396616552449,503,1485,12,10,Oddie
690248561355657216,408,1650,11,10,Maxwell
690021994562220032,1007,2744,10,10,Geoff
689999384604450816,360,1397,10,10,Covach
689905486972461056,689,2407,11,10,Gizmo
689877686181715968,1138,2990,9,10,Durg
689835978131935233,734,2137,11,10,Fynn
689661964914655233,909,3177,12,10,Luca
689659372465688576,3771,10202,8,10,Ricky
689623661272240129,628,2195,10,10,Lucy
689517482558820352,1397,3347,12,10,Carl
689283819090870273,1076,3213,9,10,Chipson
689280876073582592,692,1953,10,10,Herald
689275259254616065,241,1127,10,10,Lucky
689255633275777024,1061,2512,10,10,Ferg
689143371370250240,498,1991,10,10,Trip
688908934925697024,747,2085,8,10,Clarence
688894073864884227,669,2201,7,10,Hamrick
688828561667567616,365,1361,9,10,Brad
688789766343622656,651,2185,8,10,Pubert
688547210804498433,682,2551,9,10,Frönq
688385280030670848,4389,9134,12,10,Louis
688211956440801280,811,2202,13,10,Derby
688179443353796608,574,2104,10,10,Lizzie
688064179421470721,354,1706,11,10,Kilo
687826841265172480,1098,2705,12,10,Louis
687807801670897665,702,2357,11,10,Trooper
687732144991551489,649,1722,11,10,Ember
687704180304273409,823,2392,9,10,Blakely
687664829264453632,502,1904,11,10,Opal
687494652870668288,563,1866,7,10,Marq
687476254459715584,522,1949,11,10,Curtis
687460506001633280,536,2027,10,10,Kramer
687399393394311168,604,1858,10,10,Barry
687317306314240000,8980,19817,11,10,Tyrone
687127927494963200,2223,5342,9,10,Gordon
687124485711986689,495,2144,11,10,Samson
687109925361856513,2402,5699,11,10,Baxter
686947101016735744,3126,8496,11,10,Jackson
686683045143953408,783,2776,11,10,Mona
686618349602762752,1335,3646,11,10,Olivia
686606069955735556,535,1859,10,10,Horace
686386521809772549,862,3205,11,10,Crimson
686377065986265092,552,2166,10,10,Birf
686050296934563840,713,2180,11,10,Flávio
686003207160610816,611,1798,3,10,Hammond
685973236358713344,513,2067,11,10,Lorelei
685906723014619143,2806,7371,9,10,Olive
685667379192414208,552,2324,9,10,Marty
685663452032069632,1422,3174,12,10,Brooks
685641971164143616,760,2883,7,10,Otis
685321586178670592,623,2602,10,10,Rocky
685307451701334016,429,2040,11,10,Petrick
685268753634967552,1175,3044,10,10,Hubertson
685198997565345792,653,2299,11,10,Alfie
685169283572338688,1401,4044,11,10,Gerbald
684959798585110529,3055,6714,5,10,Jerry
684940049151070208,1021,3160,12,10,Oreo
684926975086034944,455,3426,11,10,Bruiser
684902183876321280,517,1832,11,10,Perry
684800227459624960,981,2692,11,10,Theodore
684567543613382656,1186,2965,4,10,Bobby
684481074559381504,1145,3817,10,10,Pippa
684460069371654144,545,1934,10,10,Jeph
684241637099323392,3197,7976,12,10,Obi
684195085588783105,496,1869,9,10,Tino
684177701129875456,652,1988,10,10,Kulet
684147889187209216,1488,2941,12,10,Sweets
684097758874210310,1402,4047,10,10,Lupe
683857920510050305,1097,3745,10,10,Sadie
683852578183077888,339,1904,10,10,Tiger
683849932751646720,939,2560,5,10,Jiminy
683773439333797890,1316,3290,9,10,Buddy
683742671509258241,3226,6353,11,10,Sebastian
683498322573824003,942,3117,11,10,Griffin
683481228088049664,976,2619,11,10,Banjo
683391852557561860,2353,7519,11,10,Jack
683142553609318400,1017,2826,9,10,Brandy
683111407806746624,891,3342,10,10,Larry
683030066213818368,726,2130,10,10,Lulu
682750546109968385,427,1496,9,10,Taco
682662431982772225,1053,3006,11,10,Joey
682406705142087680,1722,7426,7,10,Patrick
682393905736888321,654,2193,11,10,Kreg
682389078323662849,449,1630,9,10,Brody
682303737705140231,953,2997,9,10,Todo
682259524040966145,1173,4054,9,10,Jax
682242692827447297,1132,3180,11,10,Samson
682059653698686977,1635,4847,11,10,Tess
682032003584274432,1953,6467,11,10,Ulysses
681981167097122816,1011,2760,12,10,Jimothy
681891461017812993,796,2423,10,10,Charlie
681694085539872773,3973,12584,11,10,Bo
681654059175129088,906,2587,12,10,Toffee
681579835668455424,1269,3488,8,10,Apollo
681523177663676416,5621,14021,12,10,Carly
681339448655802368,3996,9108,9,10,Asher
681320187870711809,721,2598,11,10,Glacier
681302363064414209,1774,3852,3,10,Chuck
681297372102656000,928,3155,12,10,actually
681281657291280384,1076,3173,11,10,Sarge
681261549936340994,265,1431,9,10,Panda
681242418453299201,517,1457,10,10,Champ
681193455364796417,1440,3623,11,10,Aspen
680959110691590145,1960,4494,9,10,Ozzie
680940246314430465,1018,3144,4,10,Alice
680934982542561280,425,2056,10,10,Sadie
680913438424612864,607,2361,11,10,Griswold
680889648562991104,356,1728,9,10,Cheesy
680836378243002368,1291,3398,12,10,Ellie
680798457301471234,1007,2790,6,10,Moofasa
680609293079592961,681,2573,9,10,Brody
680583894916304897,1300,3557,8,10,Penny
680497766108381184,1863,4155,12,10,Percy
680473011644985345,730,2492,10,10,Hector
680221482581123072,286,1439,10,10,CeCe
680206703334408192,1132,2772,12,10,Toby
680161097740095489,718,2277,12,10,Goliath
680145970311643136,1697,3537,10,10,Kawhi
680130881361686529,913,2242,10,10,Reggie
680115823365742593,877,2665,9,10,Ozzy
680085611152338944,8762,12558,12,10,by
680070545539371008,835,2530,9,10,Emmie
679877062409191424,635,1949,5,10,Penelope
679872969355714560,647,2147,10,10,Rocco
679854723806179328,1195,2794,7,10,Bruce
679844490799091713,740,2321,10,10,Willie
679777920601223168,1070,3042,10,10,Rinna
679729593985699840,803,2121,8,10,Hunter
679722016581222400,456,1627,8,10,Mike
679511351870550016,1230,3283,7,10,William
679503373272485890,1429,3104,8,10,Dwight
679475951516934144,621,2049,9,10,Evy
679462823135686656,18263,30834,11,10,Hurley
679158373988876288,7800,20775,11,10,Rubio
679132435750195208,1120,2915,10,10,Louis
679111216690831360,2510,5830,12,10,officially
679062614270468097,7824,16533,11,10,Chompsky
679001094530465792,1185,2766,11,10,Rascal
678969228704284672,441,1600,11,10,Lola
678798276842360832,1120,3374,7,10,Linda
678774928607469569,877,2742,11,10,Tug
678767140346941444,1319,3440,8,10,Mia
678764513869611008,461,1595,10,10,Wilson
678755239630127104,3170,6920,10,10,Dash
678740035362037760,1617,3653,6,10,Tango
678643457146150913,388,1994,10,10,Grizz
678424312106393600,2462,5330,2,10,Crystal
678410210315247616,1742,4096,10,10,Jerome
678389028614488064,407,1820,11,10,Bella
678380236862578688,877,2373,10,10,Crumpet
678334497360859136,241,1269,10,10,Rosie
678255464182861824,353,1546,9,10,Jessifer
678021115718029313,6124,13243,12,10,Reese
677961670166224897,1632,3326,11,10,Izzy
677700003327029250,1400,3306,10,10,Ralph
677698403548192770,309,1197,9,10,Sadie
677573743309385728,679,2076,10,10,Sandy
677530072887205888,221,1033,9,10,Axel
677331501395156992,227,1052,9,10,Humphrey
677328882937298944,1450,3544,10,10,Derek
677314812125323265,517,1595,10,10,Tassy
677301033169788928,390,1199,5,10,Juckson
677228873407442944,1583,3449,11,10,Chuq
676975532580409345,1026,2684,11,10,Cooper
676949632774234114,382,1268,8,10,Tyrus
676948236477857792,832,2087,6,10,Karl
676864501615042560,682,2032,10,10,Ash
676811746707918848,409,1380,9,10,Penny
676603393314578432,368,1127,9,10,Godzilla
676588346097852417,752,2229,5,10,Bubbles
676582956622721024,263,1154,8,10,Vinnie
676496375194980353,511,1470,9,10,Griffin
676430933382295552,327,1352,10,10,Duke
676237365392908289,273,1164,8,10,Winston
676219687039057920,29826,73834,10,10,Kenneth
676215927814406144,552,1675,9,10,Herm
676146341966438401,635,1854,10,10,Bert
676101918813499392,1121,2735,11,10,Striker
675891555769696257,820,2044,6,10,Donny
675845657354215424,841,2184,10,10,Pepper
675798442703122432,3291,9885,10,10,Bernie
675781562965868544,449,1565,11,10,Buddah
675710890956750848,778,1812,12,10,Lenny
675531475945709568,365,1139,10,10,Ellie
675522403582218240,274,998,10,10,Sammy
675497103322386432,1230,3015,11,10,Reggie
675362609739206656,221,1018,12,10,Daisy
675166823650848770,1513,3417,10,10,Arnold
675146535592706048,281,1132,7,10,Coops
675135153782571009,454,1251,5,10,Steven
675113801096802304,748,1866,10,10,Zuzu
675111688094527488,239,920,8,10,Oliver
675015141583413248,1121,2583,10,10,Moe
675006312288268288,211,936,10,10,Mollie
675003128568291329,436,1496,12,10,Laela
674800520222154752,811,2880,11,10,Tedders
674788554665512960,202,774,9,10,Maggie
674774481756377088,448,1063,11,10,Superpup
674743008475090944,520,1334,10,10,Sophie
674737130913071104,82,619,10,10,Rufio
674690135443775488,451,1096,3,10,Patrick
674670581682434048,611,1536,9,10,Jeb
674664755118911488,235,874,10,10,Rodman
674468880899788800,1929,5961,13,10,Louis
674436901579923456,369,1061,9,10,Bailey
674422304705744896,514,1367,12,10,Ava
674416750885273600,130,660,10,10,Jonah
674410619106390016,437,1147,10,10,Lenny
674394782723014656,543,1446,8,10,Gary
674372068062928900,300,815,10,10,Chesney
674318007229923329,494,1345,8,10,Lennon
674307341513269249,6592,10853,12,10,life
674291837063053312,5551,14033,11,10,Kenny
674269164442398721,217,870,8,10,Bob
674265582246694913,802,1561,2,10,Henry
674262580978937856,428,1250,9,10,Gus
674255168825880576,515,1396,10,10,Bobbay
674075285688614912,269,945,11,10,Mitch
674063288070742018,2067,6084,5,10,Earl
674053186244734976,1223,3140,10,10,Stanley
674051556661161984,464,1384,10,10,Lucy
674038233588723717,399,1056,12,10,Kaiya
674036086168010753,193,813,9,10,Daisy
674019345211760640,287,1076,10,10,Acro
674014384960745472,603,1488,11,10,Aiden
673956914389192708,902,1866,10,10,one
673919437611909120,352,1119,11,10,Obie
673708611235921920,270,1025,12,10,Riley
673707060090052608,370,1048,10,10,Raymond
673705679337693185,388,1202,8,10,Dot
673697980713705472,1848,3775,8,10,Pickles
673688752737402881,465,1203,9,10,Larry
673686845050527744,407,1366,11,10,George
673680198160809984,436,1308,13,10,Shnuggles
673662677122719744,345,1194,12,10,Kendall
673656262056419329,222,689,10,10,Albert
673612854080196609,679,1526,7,10,Jeffri
673583129559498752,337,1142,11,10,Sandy
673359818736984064,630,1377,8,10,Steve
673355879178194945,539,1429,11,10,Koda
673350198937153538,194,716,9,10,Bella
673345638550134785,1186,2387,7,10,Gerald
673342308415348736,539,1209,10,10,Django
673320132811366400,7409,12790,11,10,Frankie
673295268553605120,2982,7163,8,10,Eve
673270968295534593,344,1019,11,10,Mac
673213039743795200,789,2128,10,10,Dexter
673148804208660480,589,1616,8,10,Fletcher
672997845381865473,673,1879,12,10,Kenzie
672995267319328768,271,904,8,10,Pumpkin
672988786805112832,271,935,10,10,Schnozz
672975131468300288,847,1592,10,10,Chuckles
672970152493887488,337,905,7,10,Chet
672968025906282496,509,1262,11,10,Gustaf
672964561327235073,608,1359,10,10,Terry
672902681409806336,463,1303,9,10,Jimison
672898206762672129,400,857,11,10,Cheryl
672877615439593473,329,983,8,10,Oscar
672834301050937345,536,1247,10,10,Ed
672828477930868736,459,1191,9,10,Jerry
672640509974827008,296,929,9,10,Leonidas
672614745925664768,549,1166,6,10,Norman
672609152938721280,367,1054,9,10,Caryl
672594978741354496,579,1261,9,10,Scott
672591762242805761,318,907,10,10,Taz
672538107540070400,343,977,7,10,Darby
672488522314567680,407,1056,10,10,Jackie
672482722825261057,561,1066,10,10,light
672481316919734272,122,687,12,10,Jazz
672475084225949696,657,1374,8,10,Buddy
672466075045466113,498,1291,12,10,Franq
672272411274932228,3162,6121,11,10,Pippin
672264251789176834,314,1081,10,10,Kreg
672254177670729728,697,1365,11,10,Rolf
672245253877968896,144,647,12,10,Snickers
672239279297454080,301,854,7,10,Ridley
672222792075620352,199,749,9,10,Cal
672205392827572224,1081,2142,9,10,Opal
672169685991993344,343,972,10,10,Bradley
672160042234327040,337,834,8,10,Bubba
672125275208069120,1073,2268,11,10,just
672095186491711488,343,943,9,10,Tuco
672082170312290304,345,897,11,10,Patch
672068090318987265,481,1227,7,10,Gizmo
671896809300709376,3937,8086,10,10,Lola
671891728106971137,539,1250,11,10,Mojo
671882082306625538,1308,3287,11,10,Batdog
671879137494245376,627,1343,5,10,Brad
671874878652489728,519,1192,10,10,Mia
671866342182637568,463,1062,10,10,Dylan
671789708968640512,3254,6708,13,10,space
671763349865160704,846,1585,9,10,Mark
671735591348891648,705,1367,11,10,Oscar
671547767500775424,552,1276,10,10,Marley
671542985629241344,530,1035,10,10,JD
671538301157904385,362,880,8,10,Baxter
671536543010570240,381,1108,9,10,Reginald
671528761649688577,241,795,10,10,Jax
671520732782923777,498,1321,10,10,Alejandro
671518598289059840,279,897,9,10,Scruffers
671511350426865664,663,1507,8,10,Hammond
671504605491109889,3347,6616,11,10,Charlie
671497587707535361,421,869,11,10,Pip
671488513339211776,450,946,8,10,Julius
671486386088865792,183,547,10,10,Malcolm
671485057807351808,220,722,11,10,Penelope
671362598324076544,279,1049,11,10,Tanner
671355857343524864,112,457,10,10,Lou
671347597085433856,400,905,9,10,Lola
671186162933985280,194,696,10,10,Sparky
671166507850801152,323,828,10,10,Herm
671159727754231808,74,344,5,10,Anthony
671154572044468225,205,668,11,10,Holly
671134062904504320,178,704,8,10,Clarence
671115716440031232,728,1296,6,10,Phred
671109016219725825,410,1084,8,10,Toby
670840546554966016,181,553,10,10,Colby
670833812859932673,114,413,7,10,Jett
670832455012716544,201,692,10,10,Amy
670823764196741120,175,735,12,10,Remington
670815497391357952,1443,3007,10,10,Sage
670811965569282048,253,1067,10,10,Maggie
670807719151067136,459,1105,11,10,Andy
670804601705242624,901,1853,10,10,Mason
670797304698376195,222,699,11,10,Trigger
670792680469889025,257,783,7,10,Antony
670786190031921152,186,567,8,10,Creg
670780561024270336,270,752,7,10,Traviss
670764103623966721,392,1029,10,10,Vincent
670755717859713024,99,416,9,10,Gin
670733412878163972,476,906,8,10,Jerry
670727704916926465,335,787,10,10,Jeffrie
670704688707301377,348,734,6,10,Danny
670691627984359425,227,557,8,10,Ester
670679630144274432,265,711,8,10,Pluto
670676092097810432,38,234,8,10,Bloo
670668383499735048,4687,10126,10,10,Phineas
670468609693655041,82,337,10,10,Edd
670444955656130560,1867,6379,10,10,Paull
670442337873600512,187,612,11,10,Koda
670434127938719744,604,1335,11,10,Hank
670433248821026816,104,313,10,10,Sam
670428280563085312,579,1318,11,10,Willy
670421925039075328,599,1237,12,10,Herb
670420569653809152,296,585,10,10,Damon
670411370698022913,831,1908,12,10,Scooter
670408998013820928,206,526,10,10,Peanut
670403879788544000,143,407,10,10,Nigel
670385711116361728,191,535,8,10,Larry
670374371102445568,251,709,12,10,Daisy
670338931251150849,101,406,10,10,Butters
670290420111441920,268,659,11,10,Sandra
670093938074779648,310,973,9,10,Wally
670079681849372674,1146,2102,10,10,Fabio
670073503555706880,741,1481,10,10,Winston
670069087419133954,223,589,5,10,Randall
670061506722140161,310,717,11,10,Liam
670055038660800512,305,631,3,10,Tommy
670046952931721218,160,614,11,10,Ben
670003130994700288,84,315,10,10,Raphael
669993076832759809,78,305,9,10,Zoey
669970042633789440,51,285,10,10,Julio
669942763794931712,148,478,11,10,Andru
669753178989142016,372,759,10,10,Chester
